TenantId,SourceSystem,TimeGenerated [UTC],Source,EventLog,Computer,EventLevel,EventLevelName,ParameterXml,EventData,EventID,RenderedDescription,AzureDeploymentID,Role,EventCategory,UserName,Message,MG,ManagementGroupName,Type,_ResourceId,TimeGenerated,Severity,TimeDelta,EventsPerMinute,RollingEventCount,EventBurst,MeanTimeBetweenEvents,TimeWindow
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-General,System,forensicsacl2,4,Information,<Param>10</Param><Param>0</Param><Param>19041</Param><Param>4412</Param><Param>0</Param><Param>0</Param><Param>2024-06-26T16:50:35.5000000Z</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9255449Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""MajorVersion"">10</Data><Data Name=""MinorVersion"">0</Data><Data Name=""BuildVersion"">19041</Data><Data Name=""QfeVersion"">4412</Data><Data Name=""ServiceVersion"">0</Data><Data Name=""BootMode"">0</Data><Data Name=""StartTime"">2024-06-26T16:50:35.5000000Z</Data></EventData></DataItem>",12,The operating system started at system time ‎2024‎-‎06‎-‎26T16:50:35.500000000Z.,,,General,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,,24,1.0,1,,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>0</Param><Param>0</Param><Param>0</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9256169Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""Status"">0</Data><Data Name=""EnableDisableReason"">0</Data><Data Name=""VsmPolicy"">0</Data></EventData></DataItem>",153,Virtualization-based security (policies: 0) is disabled.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,2.0,1,0.0,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>true</Param><Param>true</Param><Param>7</Param><Param>1</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9257063Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""LastShutdownGood"">true</Data><Data Name=""LastBootGood"">true</Data><Data Name=""LastBootId"">7</Data><Data Name=""BootStatusPolicy"">1</Data></EventData></DataItem>",20,The last shutdown's success status was true. The last boot's success status was true.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,3.0,1,1.2242000000000002,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>2047</Param><Param>0</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9257107Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""EfiTimeZoneBias"">2047</Data><Data Name=""EfiDaylightFlags"">0</Data></EventData></DataItem>",238,EFI time zone bias: 2047. Daylight flags: 0,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,4.0,1,0.0,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>1</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9257112Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""BootMenuPolicy"">1</Data></EventData></DataItem>",25,The boot menu policy was 0x1.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,5.0,1,0.0,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>0</Param><Param> NOEXECUTE=OPTIN  REDIRECT  NOVGA</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9257117Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""BootType"">0</Data><Data Name=""LoadOptions""> NOEXECUTE=OPTIN  REDIRECT  NOVGA</Data></EventData></DataItem>",27,The boot type was 0x0.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,5.0,1,0.0,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>1</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9257516Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""EntryCount"">1</Data></EventData></DataItem>",18,There are 0x1 boot options on this system.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,5.0,1,0.0015,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>0</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9257819Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""BitlockerUserInputTime"">0</Data></EventData></DataItem>",32,The bootmgr spent 0 ms waiting for user input.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,5.0,1,0.0,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.925,Microsoft-Windows-Kernel-Boot,System,forensicsacl2,4,Information,<Param>0</Param><Param>2441</Param><Param>2519</Param><Param>13100</Param><Param>13102</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9258219Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""ResetEndStart"">0</Data><Data Name=""LoadOSImageStart"">2441</Data><Data Name=""StartOSImageStart"">2519</Data><Data Name=""ExitBootServicesEntry"">13100</Data><Data Name=""ExitBootServicesExit"">13102</Data></EventData></DataItem>",30,The firmware reported boot metrics.,,,Boot,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.925,2,0.0,24,5.0,1,0.0,2024-06-26 16:50:00
d558e95b-08c4-4c42-b17a-dd6de6332e26,OpsManager,2024-06-26 16:50:35.929,Microsoft-Windows-Kernel-General,System,forensicsacl2,4,Information,<Param>0</Param><Param>true</Param><Param>0</Param><Param>0</Param>,"<DataItem Type=""System.XmlData"" time=""2024-06-26T16:50:35.9290827Z"" sourceHealthServiceId=""a0cf1214-78a1-4446-8ef1-04b39ec9b972""><EventData xmlns=""http://schemas.microsoft.com/win/2004/08/events/event""><Data Name=""UpdateReason"">0</Data><Data Name=""EnabledNew"">true</Data><Data Name=""CountNew"">0</Data><Data Name=""CountOld"">0</Data></EventData></DataItem>",20,The leap second configuration has been updated. Reason: Leap second data initialized from registry during boot Leap seconds enabled: true New leap second count: 0 Old leap second count: 0,,,General,S-1-5-18,,00000000-0000-0000-0000-000000000001,AOI-d558e95b-08c4-4c42-b17a-dd6de6332e26,Event,/subscriptions/da2ead26-5eba-476e-90f5-13d2028a4531/resourcegroups/cloudforensics_group/providers/microsoft.compute/virtualmachines/forensicsacl2,2024-06-26 16:50:35.929,2,0.004,24,5.0,1,1.2242000000000002,2024-06-26 16:50:00
